Ano;Semestre;Nome Mantenedora;CÛdigo e-MEC da Mantenedora;CNPJ da mantenedora;Nome da IES;CÛdigo e-MEC da IES;OrganizaÁ„o AcadÍmica da IES;UF da IES;MunicÌpio da IES;Nome do Local de oferta;CÛdigo do Local de Oferta;MunicÌpio do Local de Oferta;UF do Local de Oferta;Nome da Microregi„o;CÛdigo da Microregi„o;CÛdigo da Mesorregi„o;Nome da Mesorregi„o;¡rea do conhecimento;Sub·rea do conhecimento;CÛd. Do Grupo de PreferÍncia; Nota de Corte GP ;CÛdigo do Curso;Nome do Curso;Turno;Grau;Conceito;Vagas autorizadas e-mec;Vagas ofertadas FIES;Vagas alÈm da Oferta;Vagas ocupadas; Valor bruto do curso ; 1 Semestre Bruto ; 2 Semestre Bruto ; 3 Semestre Bruto ; 4 Semestre Bruto ; 5 Semestre Bruto ; 6 Semestre Bruto ; 7 Semestre Bruto ; 8 Semestre Bruto ; 9 Semestre Bruto ; 10 Semestre Bruto ; 11 Semestre Bruto ; 12 Semestre Bruto ; Valor do curso para o Fies ; 1 Semestre Fies ; 2 Semestre Fies ; 3 Semestre Fies ; 4 Semestre Fies ; 5 Semestre Fies ; 6 Semestre Fies ; 7 Semestre Fies ; 8 Semestre Fies ; 9 Semestre Fies ; 10 Semestre Fies ; 11 Semestre Fies ; 12 Semestre Fies 
2021;1;ASSOCIACAO FACULDADES CATOLICAS PETROPOLITANAS;15046;03108082000180;UNIVERSIDADE CAT”LICA DE PETR”POLIS;15;Universidade;RJ;PetrÛpolis;CAMPUS  - PETR”POLIS - CENTRO;701496;PetrÛpolis;RJ;Serrana;33015;3306;Metropolitana do Rio de Janeiro;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120239; 570,18 ;1322;FISIOTERAPIA;NOTURNO;Bacharelado;3;60;5;0;1; 132.660,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; 13.266,00 ; -   ; -   ; 72.960,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; 7.296,00 ; -   ; -   
2021;1;INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA;2447;05933016000170;Centro Universit·rio da AmazÙnia;757;Centro Universit·rio;PA;SantarÈm;UNIDADE SEDE;658082;SantarÈm;PA;SantarÈm;15002;1501;Baixo Amazonas;CURSOS NAO PRIORITARIOS;COMUNICA«√O SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS;118052; 460,72 ;96088;COMUNICA«√O SOCIAL - PUBLICIDADE E PROPAGANDA;NOTURNO;Bacharelado;4;38;15;0;0; 54.162,80 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; 6.770,35 ; -   ; -   ; -   ; -   ; 21.665,12 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; 2.708,14 ; -   ; -   ; -   ; -   
2021;1;ASSOCIACAO EDUCACIONAL NOVE DE JULHO;222;43374768000138;FACULDADE NOVE DE JULHO GUARULHOS;22314;Faculdade ;SP;Guarulhos;Campus Principal;1081691;Guarulhos;SP;Guarulhos;35059;3515;Metropolitana de S„o Paulo;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120964; 549,28 ;1395521;PEDAGOGIA;NOTURNO;Licenciatura;4;120;48;48;1; 25.680,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; 3.210,00 ; -   ; -   ; -   ; -   ; 13.122,00 ; 1.350,00 ; 1.548,00 ; 1.644,00 ; 1.644,00 ; 1.734,00 ; 1.734,00 ; 1.734,00 ; 1.734,00 ; -   ; -   ; -   ; -   
2021;1;FUNDACAO EDUCACIONAL COMUNITARIA DE S S PARAISO MG;408;24903999000147;LIBERTAS - FACULDADES INTEGRADAS;5599;Faculdade ;MG;S„o Sebasti„o do ParaÌso;CAMPUS  - S√O SEBASTI√O DO PARAÕSO - LAGOINHA;660094;S„o Sebasti„o do ParaÌso;MG;S„o Sebasti„o do ParaÌso;31048;3110;Sul/Sudoeste de Minas;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;119886; 542,92 ;1261000;ENGENHARIA CIVIL;NOTURNO;Bacharelado;3;40;11;1;0; 76.926,30 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; 7.692,63 ; -   ; -   ; 73.080,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; 7.308,00 ; -   ; -   
2021;1;FADERGS - FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL LTDA.;1913;02247214000192;Centro Universit·rio FADERGS;2950;Centro Universit·rio;RS;Porto Alegre;UNIDADE GALERIA LUZA;1094323;Porto Alegre;RS;Porto Alegre;43026;4305;Metropolitana de Porto Alegre;CURSOS NAO PRIORITARIOS;ADMINISTRA«√O, ADMINISTRA«√O P⁄BLICA, GEST√O, LOGÕSTICA, NEG”CIOS E CURSOS RELACIONADOS;121757; 554,28 ;73476;ADMINISTRA«√O;NOTURNO;Bacharelado;4;200;80;0;0; 82.022,56 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; 10.252,82 ; -   ; -   ; -   ; -   ; 73.820,32 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; 9.227,54 ; -   ; -   ; -   ; -   
2021;1;E. DE L. E LIMA & CIA LTDA;949;03410604000102;ESCOLA SUPERIOR BATISTA DO AMAZONAS;1436;Faculdade ;AM;Manaus;UNIDADE SEDE;658481;Manaus;AM;Manaus;13007;1303;Centro Amazonense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;117959; 455,54 ;57028;SISTEMAS DE INFORMA«√O;VESPERTINO;Bacharelado;3;50;15;30;0; 31.200,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; 3.900,00 ; -   ; -   ; -   ; -   ; 18.200,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; 2.275,00 ; -   ; -   ; -   ; -   
2021;1;IDEA - INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL AVANCADO LTDA;970;03158213000134;FACULDADE ESAMC UBERL¬NDIA;1468;Faculdade ;MG;Uberl‚ndia;CAMPUS  - UBERL¬NDIA - MARTINS;658510;Uberl‚ndia;MG;Uberl‚ndia;31018;3105;Tri‚ngulo Mineiro/Alto ParanaÌba;CURSOS NAO PRIORITARIOS;CI NCIAS SOCIAIS, POLÕTICAS, ECON‘MICAS E CONT¡BEIS, PSICOLOGIA E SECRETARIADO;119637; 571,68 ;1441421;PSICOLOGIA;MATUTINO;Bacharelado;3;80;2;1;0; 91.054,80 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; 9.105,48 ; -   ; -   ; 54.632,80 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; 5.463,28 ; -   ; -   
2021;1;INSTITUTO ADVENTISTA DE ENSINO;144;43586056000182;CENTRO UNIVERSIT¡RIO ADVENTISTA DE S√O PAULO;1365;Centro Universit·rio;SP;S„o Paulo;UNASP CAMPUS ENGENHEIRO COELHO;673;Engenheiro Coelho;SP;Moji Mirim;35031;3507;Campinas;CURSOS NAO PRIORITARIOS;COMUNICA«√O SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS;120638; 633,24 ;35939;JORNALISMO;NOTURNO;Bacharelado;4;50;2;0;1; 44.352,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; -   ; -   ; -   ; -   ; 44.352,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; 5.544,00 ; -   ; -   ; -   ; -   
2021;1;FEAM - FACULDADE DE EDUCACAO E TECNOLOGIA DA AMAZONIA LTDA - ME;15561;13192090000101;FACULDADE DE EDUCA«√O E TECNOLOGIA DA AMAZ‘NIA;16898;Faculdade ;PA;Abaetetuba;FACULDADE DE EDUCA«√O E TECNOLOGIA DA AMAZ‘NIA - FAM;1055378;Abaetetuba;PA;Camet·;15011;1504;Nordeste Paraense;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;118129; 582,72 ;1440342;FARM¡CIA;NOTURNO;Bacharelado;3;50;14;15;14; 80.400,00 ; 7.500,00 ; 7.500,00 ; 7.500,00 ; 7.800,00 ; 7.800,00 ; 7.800,00 ; 8.400,00 ; 8.400,00 ; 8.700,00 ; 9.000,00 ; -   ; -   ; 70.200,00 ; 5.700,00 ; 5.700,00 ; 5.700,00 ; 7.200,00 ; 7.200,00 ; 7.200,00 ; 7.500,00 ; 7.800,00 ; 7.800,00 ; 8.400,00 ; -   ; -   
2021;1;FASIPE CENTRO EDUCACIONAL LTDA - ME;3127;07939776000110;Centro Universit·rio FASIPE;4901;Centro Universit·rio;MT;Sinop;CAMPUS  - SINOP - RESIDENCIAL FLORENCIA;659964;Sinop;MT;Sinop;51007;5101;Norte Mato-grossense;CURSOS NAO PRIORITARIOS;EST…TICA E COSM…TICA, GEST√O DO ESPORTE E CURSOS RELACIONADOS;121925; 501,70 ;1182999;EST…TICA E COSM…TICA;NOTURNO;Bacharelado;4;150;60;60;3; 61.793,76 ; 8.827,68 ; 8.827,68 ; 8.827,68 ; 8.827,68 ; 8.827,68 ; 8.827,68 ; 8.827,68 ; -   ; -   ; -   ; -   ; -   ; 53.115,23 ; 7.587,89 ; 7.587,89 ; 7.587,89 ; 7.587,89 ; 7.587,89 ; 7.587,89 ; 7.587,89 ; -   ; -   ; -   ; -   ; -   
2021;1;SOCIEDADE GOIANA DE CULTURA;366;01587609000171;PONTIFÕCIA UNIVERSIDADE CAT”LICA DE GOI¡S;527;Universidade;GO;Goi‚nia;GOI¬NIA (SEDE);690864;Goi‚nia;GO;Goi‚nia;52010;5203;Centro Goiano;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;122051; 569,52 ;1179787;FARM¡CIA;NOTURNO;Bacharelado;4;50;10;0;0; 92.251,28 ; 5.550,24 ; 6.012,76 ; 6.012,76 ; 5.550,24 ; 6.475,28 ; 10.740,00 ; 12.530,00 ; 13.425,00 ; 12.530,00 ; 13.425,00 ; -   ; -   ; 91.328,77 ; 5.494,74 ; 5.952,63 ; 5.952,63 ; 5.494,74 ; 6.410,53 ; 10.632,60 ; 12.404,70 ; 13.290,75 ; 12.404,70 ; 13.290,75 ; -   ; -   
2021;1;FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL;404;12207742000171;CENTRO UNIVERSIT¡RIO CESMAC;621;Centro Universit·rio;AL;MaceiÛ;CAMPUS II - DR ALBERTO ANTUNES;2500002;MaceiÛ;AL;MaceiÛ;27011;2703;Leste Alagoano;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;119087; 551,00 ;43154;ARQUITETURA E URBANISMO;VESPERTINO;Bacharelado;3;240;48;10;1; 60.838,20 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; 6.083,82 ; -   ; -   ; 53.233,40 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; 5.323,34 ; -   ; -   
2021;1;INSTITUTO EDUCACIONAL INTEGRADO LTDA - ME;15775;00115904000162;Faculdade de Quixeramobim;17670;Faculdade ;CE;Quixeramobim;FACULDADE DE QUIXERAMOBIM - UNIQ;1058965;Quixeramobim;CE;Sert„o de Quixeramobim;23019;2304;Sertßes Cearenses;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;118597; 581,60 ;1331506;FARM¡CIA;MATUTINO;Bacharelado;4;40;15;0;0; 106.725,15 ; 8.237,10 ; 8.978,43 ; 9.786,48 ; 9.786,48 ; 10.667,26 ; 10.667,26 ; 11.627,31 ; 11.627,31 ; 12.673,76 ; 12.673,76 ; -   ; -   ; 101.388,89 ; 7.825,24 ; 8.529,51 ; 9.297,16 ; 9.297,16 ; 10.133,90 ; 10.133,90 ; 11.045,94 ; 11.045,94 ; 12.040,07 ; 12.040,07 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPUS VII - MARQU S;2643;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS NAO PRIORITARIOS;COMUNICA«√O SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS;120985; 556,36 ;19535;PROPAGANDA E MARKETING;MATUTINO;Bacharelado;3;230;69;161;0; 31.120,54 ; 4.100,81 ; 3.638,27 ; 3.565,50 ; 3.920,28 ; 3.973,92 ; 3.973,92 ; 3.973,92 ; 3.973,92 ; -   ; -   ; -   ; -   ; 24.011,71 ; 2.870,57 ; 2.631,56 ; 2.578,93 ; 2.976,01 ; 3.238,66 ; 3.238,66 ; 3.238,66 ; 3.238,66 ; -   ; -   ; -   ; -   
2021;1;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;14514;38733648000140;Faculdade Pit·goras de Parauapebas;19788;Faculdade ;PA;Parauapebas;FACULDADE METROPOLITANA DE PARAUAPEBAS;1106828;Parauapebas;PA;Parauapebas;15019;1506;Sudeste Paraense;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA EL…TRICA, ELETR‘NICA, DA COMPUTA«√O E CURSOS RELACIONADOS;118164; 507,96 ;1385229;ENGENHARIA EL…TRICA;NOTURNO;Bacharelado;3;80;24;56;0; 102.686,94 ; 10.396,86 ; 10.303,14 ; 11.321,10 ; 9.662,40 ; 9.242,58 ; 9.242,58 ; 9.243,12 ; 11.091,72 ; 11.091,72 ; 11.091,72 ; -   ; -   ; 65.781,17 ; 6.654,00 ; 6.594,00 ; 7.048,08 ; 5.428,58 ; 6.068,93 ; 6.068,93 ; 6.069,29 ; 7.283,12 ; 7.283,12 ; 7.283,12 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;GOIANIA I;9543;Goi‚nia;GO;Goi‚nia;52010;5203;Centro Goiano;CURSOS DA AREA DE SAUDE;ODONTOLOGIA, QUIROPRAXIA, FÕSICA M…DICA E NATUROLOGIA;122046; 640,92 ;65869;ODONTOLOGIA;MATUTINO;Bacharelado;3;115;34;81;8; 177.622,13 ; 27.173,91 ; 21.034,93 ; 19.396,51 ; 21.673,10 ; 22.789,80 ; 22.789,80 ; 21.394,08 ; 21.370,00 ; -   ; -   ; -   ; -   ; 161.306,43 ; 19.021,74 ; 19.562,49 ; 18.206,26 ; 20.589,44 ; 21.650,31 ; 21.650,31 ; 20.324,38 ; 20.301,50 ; -   ; -   ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPUS X - NORTE;2646;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120920; 559,74 ;73386;FARM¡CIA;MATUTINO;Bacharelado;3;115;34;81;0; 25.311,26 ; 4.032,64 ; 2.959,38 ; 2.703,08 ; 3.041,96 ; 3.143,55 ; 3.143,55 ; 3.143,55 ; 3.143,55 ; -   ; -   ; -   ; -   ; 19.383,35 ; 2.822,85 ; 2.140,52 ; 1.955,14 ; 2.305,68 ; 2.539,79 ; 2.539,79 ; 2.539,79 ; 2.539,79 ; -   ; -   ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;MANAUS I;377;Manaus;AM;Manaus;13007;1303;Centro Amazonense;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;HIST”RIA (LIC), GEOGRAFIA (LIC), EDUCA«√O FÕSICA (LIC) E CURSOS RELACIONADOS;117980; 525,66 ;1258832;EDUCA«√O FÕSICA;NOTURNO;Bacharelado;4;115;46;69;0; 41.687,31 ; 5.962,80 ; 4.497,16 ; 4.347,25 ; 4.347,25 ; 4.347,25 ; 6.565,20 ; 5.711,72 ; 5.908,68 ; -   ; -   ; -   ; -   ; 34.136,20 ; 4.173,96 ; 3.252,80 ; 3.144,37 ; 3.144,37 ; 3.144,37 ; 6.236,94 ; 5.426,14 ; 5.613,25 ; -   ; -   ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPUS X - NORTE;2646;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;120928; 551,14 ;19558;CI NCIA DA COMPUTA«√O;NOTURNO;Bacharelado;3;230;69;161;0; 30.556,20 ; 4.507,07 ; 3.363,17 ; 3.253,36 ; 3.498,22 ; 3.577,59 ; 3.816,73 ; 4.136,14 ; 4.403,92 ; -   ; -   ; -   ; -   ; 24.811,42 ; 3.154,95 ; 2.432,58 ; 2.353,16 ; 2.699,93 ; 2.895,71 ; 3.199,18 ; 3.892,19 ; 4.183,72 ; -   ; -   ; -   ; -   
2021;1;IBMEC EDUCACIONAL LTDA.;1223;04298309000160;Centro Universit·rio Metrocamp Wyden;2279;Centro Universit·rio;SP;Campinas;CAMPINAS;1045316;Campinas;SP;Campinas;35032;3507;Campinas;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120593; 575,48 ;58999;FISIOTERAPIA;MATUTINO;Bacharelado;3;60;18;42;3; 87.490,30 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; -   ; -   ; 87.490,30 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; 8.749,03 ; -   ; -   
2021;1;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;14514;38733648000140;FACULDADE PIT¡GORAS DE UBERL¬NDIA;1492;Faculdade ;MG;Uberl‚ndia;UNIDADE SEDE;1003682;Uberl‚ndia;MG;Uberl‚ndia;31018;3105;Tri‚ngulo Mineiro/Alto ParanaÌba;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;CI NCIA DA COMPUTA«√O E SISTEMAS DE INFORMA«√O E CURSOS RELACIONADOS;119601; 476,34 ;22012;SISTEMAS DE INFORMA«√O;NOTURNO;Bacharelado;3;200;60;140;0; 62.534,52 ; 6.646,86 ; 6.553,14 ; 8.238,18 ; 7.119,24 ; 7.962,18 ; 7.840,80 ; 9.184,92 ; 8.989,20 ; -   ; -   ; -   ; -   ; 41.704,33 ; 4.254,00 ; 4.194,00 ; 5.128,75 ; 3.999,78 ; 5.808,60 ; 5.506,61 ; 6.499,49 ; 6.313,10 ; -   ; -   ; -   ; -   
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO RIBEIRAO PRETO LTDA;848;07195358000166;CENTRO UNIVERSIT¡RIO EST¡CIO DE RIBEIR√O PRETO;1270;Centro Universit·rio;SP;Ribeir„o Preto;RIBEIRANIA;658363;Ribeir„o Preto;SP;Ribeir„o Preto;35014;3502;Ribeir„o Preto;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120416; 589,78 ;46807;DIREITO;MATUTINO;Bacharelado;3;100;30;70;4; 88.277,10 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; 8.827,71 ; -   ; -   ; 61.794,00 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; 6.179,40 ; -   ; -   
2021;1;ASSUPERO ENSINO SUPERIOR LTDA.;2415;06099229000101;UNIVERSIDADE PAULISTA;322;Universidade;SP;S„o Paulo;CAMPUS VII - MARQU S;2643;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA MEC¬NICA, AERON¡UTICA, NAVAL E CURSOS RELACIONADOS;120937; 457,30 ;1156009;ENGENHARIA MEC¬NICA;NOTURNO;Bacharelado;4;115;46;69;0; 71.484,14 ; 6.819,54 ; 5.354,41 ; 5.021,07 ; 5.364,19 ; 6.404,32 ; 6.760,44 ; 6.843,83 ; 10.630,76 ; 9.989,77 ; 8.295,81 ; -   ; -   ; 60.413,69 ; 4.773,68 ; 3.872,84 ; 3.647,09 ; 4.010,13 ; 5.216,37 ; 5.666,60 ; 6.389,35 ; 9.466,33 ; 9.490,28 ; 7.881,02 ; -   ; -   
2021;1;AMC - SERVICOS EDUCACIONAIS LTDA;143;43045772000152;UNIVERSIDADE S√O JUDAS TADEU;203;Universidade;SP;S„o Paulo;UNIDADE SEDE;657779;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM¡CIA, NUTRI«√O E CURSOS RELACIONADOS;120920; 559,74 ;5496;NUTRI«√O;MATUTINO;Bacharelado;3;90;27;0;1; 81.552,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; -   ; -   ; -   ; -   ; 81.552,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; 10.194,00 ; -   ; -   ; -   ; -   
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;119;34075739000184;UNIVERSIDADE EST¡CIO DE S¡;163;Universidade;RJ;Rio de Janeiro;SULACAP;1052178;Rio de Janeiro;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;CURSOS NAO PRIORITARIOS;DIREITO, COM…RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120300; 608,44 ;57792;DIREITO;NOTURNO;Bacharelado;4;72;28;44;3; 84.848,60 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; 8.484,86 ; -   ; -   ; 59.394,00 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; 5.939,40 ; -   ; -   
2021;1;AGES EMPREENDIMENTOS EDUCACIONAIS LTDA;1077;03732265000172;CENTRO UNIVERSIT√ÅRIO AGES;1640;Centro Universit·rio;BA;Paripiranga;CAMPUS  - PARIPIRANGA - CENTRO;658644;Paripiranga;BA;Ribeira do Pombal;29015;2904;Nordeste Baiano;CURSOS DA ¡REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;HIST”RIA (LIC), GEOGRAFIA (LIC), EDUCA«√O FÕSICA (LIC) E CURSOS RELACIONADOS;119323; 503,46 ;1203176;EDUCA«√O FÕSICA;NOTURNO;Bacharelado;5;100;50;0;0; 50.832,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; -   ; -   ; -   ; -   ; 50.832,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; 6.354,00 ; -   ; -   ; -   ; -   
2021;1;ISCP - SOCIEDADE EDUCACIONAL LTDA.;321;62596408000125;UNIVERSIDADE ANHEMBI MORUMBI;466;Universidade;SP;S„o Paulo;CAMPUS VILA OLIMPIA;707833;S„o Paulo;SP;S„o Paulo;35061;3515;Metropolitana de S„o Paulo;CURSOS DA ¡REA DE ENGENHARIA E CI NCIA DA COMPUTA«√O;ENGENHARIA DE PRODU«√O, DE MATERIAIS E CURSOS RELACIONADOS;120933; 544,70 ;94071;ENGENHARIA DE PRODU«√O;MATUTINO;Bacharelado;4;70;28;0;0; 75.817,44 ; 7.968,00 ; 6.930,00 ; 7.207,20 ; 6.564,00 ; 7.603,50 ; 7.141,62 ; 7.835,76 ; 7.437,00 ; 8.159,88 ; 8.970,48 ; -   ; -   ; 75.817,44 ; 7.968,00 ; 6.930,00 ; 7.207,20 ; 6.564,00 ; 7.603,50 ; 7.141,62 ; 7.835,76 ; 7.437,00 ; 8.159,88 ; 8.970,48 ; -   ; -   
